,장소코드,장소명,시간대,혼잡수준,최소인원,최대인원
835,POI070,쌍문동 맛집거리,2024-04-16 02:00,여유,2000,2500
836,POI070,쌍문동 맛집거리,2024-04-16 03:00,여유,2000,2500
837,POI070,쌍문동 맛집거리,2024-04-16 04:00,여유,2000,2500
838,POI070,쌍문동 맛집거리,2024-04-16 05:00,여유,2000,2500
839,POI070,쌍문동 맛집거리,2024-04-16 06:00,여유,2000,2500
840,POI071,압구정로데오거리,2024-04-15 19:00,약간 붐빔,20000,22000
841,POI071,압구정로데오거리,2024-04-15 20:00,보통,18000,20000
842,POI071,압구정로데오거리,2024-04-15 21:00,보통,14000,16000
843,POI071,압구정로데오거리,2024-04-15 22:00,여유,12000,14000
844,POI071,압구정로데오거리,2024-04-15 23:00,여유,9500,10000
845,POI071,압구정로데오거리,2024-04-16 00:00,여유,7500,8000
846,POI071,압구정로데오거리,2024-04-16 01:00,여유,6000,6500
847,POI071,압구정로데오거리,2024-04-16 02:00,여유,5000,5500
848,POI071,압구정로데오거리,2024-04-16 03:00,여유,4500,5000
849,POI071,압구정로데오거리,2024-04-16 04:00,여유,4000,4500
850,POI071,압구정로데오거리,2024-04-16 05:00,여유,3500,4000
851,POI071,압구정로데오거리,2024-04-16 06:00,여유,3500,4000
852,POI072,여의도,2024-04-15 19:00,약간 붐빔,120000,125000
853,POI072,여의도,2024-04-15 20:00,보통,96000,98000
854,POI072,여의도,2024-04-15 21:00,여유,78000,80000
855,POI072,여의도,2024-04-15 22:00,여유,66000,68000
856,POI072,여의도,2024-04-15 23:00,여유,56000,58000
857,POI072,여의도,2024-04-16 00:00,여유,48000,50000
858,POI072,여의도,2024-04-16 01:00,여유,44000,46000
859,POI072,여의도,2024-04-16 02:00,여유,40000,42000
860,POI072,여의도,2024-04-16 03:00,여유,38000,40000
861,POI072,여의도,2024-04-16 04:00,여유,38000,40000
862,POI072,여의도,2024-04-16 05:00,여유,38000,40000
863,POI072,여의도,2024-04-16 06:00,여유,40000,42000
864,POI073,연남동,2024-04-15 19:00,보통,10000,12000
865,POI073,연남동,2024-04-15 20:00,보통,10000,12000
866,POI073,연남동,2024-04-15 21:00,보통,10000,12000
867,POI073,연남동,2024-04-15 22:00,보통,9500,10000
868,POI073,연남동,2024-04-15 23:00,여유,8500,9000
869,POI073,연남동,2024-04-16 00:00,여유,7500,8000
870,POI073,연남동,2024-04-16 01:00,여유,7500,8000
871,POI073,연남동,2024-04-16 02:00,여유,7000,7500
872,POI073,연남동,2024-04-16 03:00,여유,7000,7500
873,POI073,연남동,2024-04-16 04:00,여유,7000,7500
874,POI073,연남동,2024-04-16 05:00,여유,7000,7500
875,POI073,연남동,2024-04-16 06:00,여유,7000,7500
876,POI074,영등포 타임스퀘어,2024-04-15 19:00,약간 붐빔,16000,18000
877,POI074,영등포 타임스퀘어,2024-04-15 20:00,보통,16000,18000
878,POI074,영등포 타임스퀘어,2024-04-15 21:00,보통,12000,14000
879,POI074,영등포 타임스퀘어,2024-04-15 22:00,여유,10000,12000
880,POI074,영등포 타임스퀘어,2024-04-15 23:00,여유,8000,8500
881,POI074,영등포 타임스퀘어,2024-04-16 00:00,여유,6500,7000
882,POI074,영등포 타임스퀘어,2024-04-16 01:00,여유,5000,5500
883,POI074,영등포 타임스퀘어,2024-04-16 02:00,여유,4500,5000
884,POI074,영등포 타임스퀘어,2024-04-16 03:00,여유,4000,4500
885,POI074,영등포 타임스퀘어,2024-04-16 04:00,여유,3500,4000
886,POI074,영등포 타임스퀘어,2024-04-16 05:00,여유,3500,4000
887,POI074,영등포 타임스퀘어,2024-04-16 06:00,여유,3500,4000
888,POI075,외대앞,2024-04-15 19:00,붐빔,3000,3500
889,POI075,외대앞,2024-04-15 20:00,붐빔,3000,3500
890,POI075,외대앞,2024-04-15 21:00,붐빔,3000,3500
891,POI075,외대앞,2024-04-15 22:00,붐빔,3000,3500
892,POI075,외대앞,2024-04-15 23:00,약간 붐빔,2500,3000
893,POI075,외대앞,2024-04-16 00:00,보통,2500,3000
894,POI075,외대앞,2024-04-16 01:00,여유,2000,2500
895,POI075,외대앞,2024-04-16 02:00,여유,2000,2500
896,POI075,외대앞,2024-04-16 03:00,여유,1500,2000
897,POI075,외대앞,2024-04-16 04:00,여유,1500,2000
898,POI075,외대앞,2024-04-16 05:00,여유,1500,2000
899,POI075,외대앞,2024-04-16 06:00,여유,2000,2500
900,POI076,용리단길,2024-04-15 19:00,보통,4000,4500
901,POI076,용리단길,2024-04-15 20:00,보통,3500,4000
902,POI076,용리단길,2024-04-15 21:00,여유,3000,3500
903,POI076,용리단길,2024-04-15 22:00,여유,3000,3500
904,POI076,용리단길,2024-04-15 23:00,여유,2500,3000
905,POI076,용리단길,2024-04-16 00:00,여유,2500,3000
906,POI076,용리단길,2024-04-16 01:00,여유,2500,3000
907,POI076,용리단길,2024-04-16 02:00,여유,2000,2500
908,POI076,용리단길,2024-04-16 03:00,여유,2000,2500
909,POI076,용리단길,2024-04-16 04:00,여유,2000,2500
910,POI076,용리단길,2024-04-16 05:00,여유,2000,2500
911,POI076,용리단길,2024-04-16 06:00,여유,2000,2500
912,POI077,이태원 앤틱가구거리,2024-04-15 19:00,보통,4500,5000
913,POI077,이태원 앤틱가구거리,2024-04-15 20:00,약간 붐빔,4500,5000
914,POI077,이태원 앤틱가구거리,2024-04-15 21:00,보통,4500,5000
915,POI077,이태원 앤틱가구거리,2024-04-15 22:00,보통,4000,4500
916,POI077,이태원 앤틱가구거리,2024-04-15 23:00,여유,4000,4500
917,POI077,이태원 앤틱가구거리,2024-04-16 00:00,여유,3500,4000
918,POI077,이태원 앤틱가구거리,2024-04-16 01:00,여유,3500,4000
919,POI077,이태원 앤틱가구거리,2024-04-16 02:00,여유,3500,4000
920,POI077,이태원 앤틱가구거리,2024-04-16 03:00,여유,3000,3500
921,POI077,이태원 앤틱가구거리,2024-04-16 04:00,여유,3000,3500
922,POI077,이태원 앤틱가구거리,2024-04-16 05:00,여유,3000,3500
923,POI077,이태원 앤틱가구거리,2024-04-16 06:00,여유,3000,3500
924,POI078,인사동·익선동,2024-04-15 19:00,약간 붐빔,18000,20000
925,POI078,인사동·익선동,2024-04-15 20:00,보통,16000,18000
926,POI078,인사동·익선동,2024-04-15 21:00,보통,12000,14000
927,POI078,인사동·익선동,2024-04-15 22:00,여유,10000,12000
928,POI078,인사동·익선동,2024-04-15 23:00,여유,8000,8500
929,POI078,인사동·익선동,2024-04-16 00:00,여유,6000,6500
930,POI078,인사동·익선동,2024-04-16 01:00,여유,5000,5500
931,POI078,인사동·익선동,2024-04-16 02:00,여유,4500,5000
932,POI078,인사동·익선동,2024-04-16 03:00,여유,4500,5000
933,POI078,인사동·익선동,2024-04-16 04:00,여유,4000,4500
934,POI078,인사동·익선동,2024-04-16 05:00,여유,4000,4500
935,POI078,인사동·익선동,2024-04-16 06:00,여유,4000,4500
936,POI079,창동 신경제 중심지,2024-04-15 19:00,보통,46000,48000
937,POI079,창동 신경제 중심지,2024-04-15 20:00,보통,46000,48000
938,POI079,창동 신경제 중심지,2024-04-15 21:00,보통,44000,46000
939,POI079,창동 신경제 중심지,2024-04-15 22:00,여유,44000,46000
940,POI079,창동 신경제 중심지,2024-04-15 23:00,여유,42000,44000
941,POI079,창동 신경제 중심지,2024-04-16 00:00,여유,40000,42000
942,POI079,창동 신경제 중심지,2024-04-16 01:00,여유,38000,40000
943,POI079,창동 신경제 중심지,2024-04-16 02:00,여유,36000,38000
944,POI079,창동 신경제 중심지,2024-04-16 03:00,여유,36000,38000
945,POI079,창동 신경제 중심지,2024-04-16 04:00,여유,36000,38000
946,POI079,창동 신경제 중심지,2024-04-16 05:00,여유,36000,38000
947,POI079,창동 신경제 중심지,2024-04-16 06:00,여유,36000,38000
948,POI080,청담동 명품거리,2024-04-15 19:00,약간 붐빔,6500,7000
949,POI080,청담동 명품거리,2024-04-15 20:00,보통,5500,6000
950,POI080,청담동 명품거리,2024-04-15 21:00,여유,4500,5000
951,POI080,청담동 명품거리,2024-04-15 22:00,여유,3500,4000
952,POI080,청담동 명품거리,2024-04-15 23:00,여유,3000,3500
953,POI080,청담동 명품거리,2024-04-16 00:00,여유,2500,3000
954,POI080,청담동 명품거리,2024-04-16 01:00,여유,2000,2500
955,POI080,청담동 명품거리,2024-04-16 02:00,여유,1500,2000
956,POI080,청담동 명품거리,2024-04-16 03:00,여유,1500,2000
957,POI080,청담동 명품거리,2024-04-16 04:00,여유,1500,2000
958,POI080,청담동 명품거리,2024-04-16 05:00,여유,1500,2000
959,POI080,청담동 명품거리,2024-04-16 06:00,여유,1500,2000
960,POI081,청량리 제기동 일대 전통시장,2024-04-15 19:00,보통,10000,12000
961,POI081,청량리 제기동 일대 전통시장,2024-04-15 20:00,여유,10000,12000
962,POI081,청량리 제기동 일대 전통시장,2024-04-15 21:00,여유,8500,9000
963,POI081,청량리 제기동 일대 전통시장,2024-04-15 22:00,여유,7500,8000
964,POI081,청량리 제기동 일대 전통시장,2024-04-15 23:00,여유,6500,7000
965,POI081,청량리 제기동 일대 전통시장,2024-04-16 00:00,여유,6000,6500
966,POI081,청량리 제기동 일대 전통시장,2024-04-16 01:00,여유,6500,7000
967,POI081,청량리 제기동 일대 전통시장,2024-04-16 02:00,여유,7000,7500
968,POI081,청량리 제기동 일대 전통시장,2024-04-16 03:00,여유,7000,7500
969,POI081,청량리 제기동 일대 전통시장,2024-04-16 04:00,여유,7000,7500
970,POI081,청량리 제기동 일대 전통시장,2024-04-16 05:00,여유,7000,7500
971,POI081,청량리 제기동 일대 전통시장,2024-04-16 06:00,여유,7500,8000
972,POI082,해방촌·경리단길,2024-04-15 19:00,여유,4000,4500
973,POI082,해방촌·경리단길,2024-04-15 20:00,보통,4000,4500
974,POI082,해방촌·경리단길,2024-04-15 21:00,보통,4000,4500
975,POI082,해방촌·경리단길,2024-04-15 22:00,보통,4000,4500
976,POI082,해방촌·경리단길,2024-04-15 23:00,보통,4000,4500
977,POI082,해방촌·경리단길,2024-04-16 00:00,여유,4000,4500
978,POI082,해방촌·경리단길,2024-04-16 01:00,여유,3500,4000
979,POI082,해방촌·경리단길,2024-04-16 02:00,여유,3500,4000
980,POI082,해방촌·경리단길,2024-04-16 03:00,여유,3500,4000
981,POI082,해방촌·경리단길,2024-04-16 04:00,여유,3000,3500
982,POI082,해방촌·경리단길,2024-04-16 05:00,여유,3000,3500
983,POI082,해방촌·경리단길,2024-04-16 06:00,여유,3500,4000
984,POI083,DDP(동대문디자인플라자),2024-04-15 19:00,약간 붐빔,4000,4500
985,POI083,DDP(동대문디자인플라자),2024-04-15 20:00,보통,3500,4000
986,POI083,DDP(동대문디자인플라자),2024-04-15 21:00,보통,3000,3500
987,POI083,DDP(동대문디자인플라자),2024-04-15 22:00,보통,3000,3500
988,POI083,DDP(동대문디자인플라자),2024-04-15 23:00,보통,2500,3000
989,POI083,DDP(동대문디자인플라자),2024-04-16 00:00,여유,2000,2500
990,POI083,DDP(동대문디자인플라자),2024-04-16 01:00,여유,2000,2500
991,POI083,DDP(동대문디자인플라자),2024-04-16 02:00,여유,1500,2000
992,POI083,DDP(동대문디자인플라자),2024-04-16 03:00,여유,1000,1500
993,POI083,DDP(동대문디자인플라자),2024-04-16 04:00,여유,1000,1500
994,POI083,DDP(동대문디자인플라자),2024-04-16 05:00,여유,1000,1500
995,POI083,DDP(동대문디자인플라자),2024-04-16 06:00,여유,1000,1500
996,POI084,DMC(디지털미디어시티),2024-04-15 19:00,붐빔,32000,34000
997,POI084,DMC(디지털미디어시티),2024-04-15 20:00,보통,26000,28000
998,POI084,DMC(디지털미디어시티),2024-04-15 21:00,여유,22000,24000
999,POI084,DMC(디지털미디어시티),2024-04-15 22:00,여유,18000,20000
1000,POI084,DMC(디지털미디어시티),2024-04-15 23:00,여유,16000,18000
1001,POI084,DMC(디지털미디어시티),2024-04-16 00:00,여유,16000,18000
1002,POI084,DMC(디지털미디어시티),2024-04-16 01:00,여유,14000,16000
1003,POI084,DMC(디지털미디어시티),2024-04-16 02:00,여유,12000,14000
1004,POI084,DMC(디지털미디어시티),2024-04-16 03:00,여유,12000,14000
1005,POI084,DMC(디지털미디어시티),2024-04-16 04:00,여유,12000,14000
1006,POI084,DMC(디지털미디어시티),2024-04-16 05:00,여유,12000,14000
1007,POI084,DMC(디지털미디어시티),2024-04-16 06:00,여유,10000,12000
1008,POI085,강서한강공원,2024-04-15 19:00,보통,0,0
1009,POI085,강서한강공원,2024-04-15 20:00,보통,0,0
1010,POI085,강서한강공원,2024-04-15 21:00,보통,0,0
1011,POI085,강서한강공원,2024-04-15 22:00,여유,0,0
1012,POI085,강서한강공원,2024-04-15 23:00,여유,0,0
1013,POI085,강서한강공원,2024-04-16 00:00,여유,0,0
1014,POI085,강서한강공원,2024-04-16 01:00,여유,0,0
1015,POI085,강서한강공원,2024-04-16 02:00,여유,0,0
1016,POI085,강서한강공원,2024-04-16 03:00,여유,0,0
1017,POI085,강서한강공원,2024-04-16 04:00,여유,0,0
1018,POI085,강서한강공원,2024-04-16 05:00,여유,0,0
1019,POI085,강서한강공원,2024-04-16 06:00,여유,0,0
1020,POI086,고척돔,2024-04-15 19:00,여유,700,800
1021,POI086,고척돔,2024-04-15 20:00,여유,800,900
1022,POI086,고척돔,2024-04-15 21:00,여유,700,800
1023,POI086,고척돔,2024-04-15 22:00,여유,700,800
1024,POI086,고척돔,2024-04-15 23:00,여유,600,700
1025,POI086,고척돔,2024-04-16 00:00,여유,600,700
1026,POI086,고척돔,2024-04-16 01:00,여유,600,700
1027,POI086,고척돔,2024-04-16 02:00,여유,600,700
1028,POI086,고척돔,2024-04-16 03:00,여유,600,700
1029,POI086,고척돔,2024-04-16 04:00,여유,500,600
1030,POI086,고척돔,2024-04-16 05:00,여유,600,700
1031,POI086,고척돔,2024-04-16 06:00,여유,600,700
1032,POI087,광나루한강공원,2024-04-15 19:00,보통,4000,4500
1033,POI087,광나루한강공원,2024-04-15 20:00,보통,3500,4000
1034,POI087,광나루한강공원,2024-04-15 21:00,보통,3500,4000
1035,POI087,광나루한강공원,2024-04-15 22:00,여유,3000,3500
1036,POI087,광나루한강공원,2024-04-15 23:00,여유,2500,3000
1037,POI087,광나루한강공원,2024-04-16 00:00,여유,2500,3000
1038,POI087,광나루한강공원,2024-04-16 01:00,여유,2000,2500
1039,POI087,광나루한강공원,2024-04-16 02:00,여유,2000,2500
1040,POI087,광나루한강공원,2024-04-16 03:00,여유,2000,2500
1041,POI087,광나루한강공원,2024-04-16 04:00,여유,2000,2500
1042,POI087,광나루한강공원,2024-04-16 05:00,여유,2000,2500
1043,POI087,광나루한강공원,2024-04-16 06:00,여유,2500,3000
1044,POI088,광화문광장,2024-04-15 19:00,보통,4500,5000
1045,POI088,광화문광장,2024-04-15 20:00,보통,3500,4000
1046,POI088,광화문광장,2024-04-15 21:00,여유,2500,3000
1047,POI088,광화문광장,2024-04-15 22:00,여유,1500,2000
1048,POI088,광화문광장,2024-04-15 23:00,여유,1000,1500
1049,POI088,광화문광장,2024-04-16 00:00,여유,600,700
1050,POI088,광화문광장,2024-04-16 01:00,여유,300,400
1051,POI088,광화문광장,2024-04-16 02:00,여유,200,300
1052,POI088,광화문광장,2024-04-16 03:00,여유,100,200
1053,POI088,광화문광장,2024-04-16 04:00,여유,100,200
1054,POI088,광화문광장,2024-04-16 05:00,여유,100,200
1055,POI088,광화문광장,2024-04-16 06:00,여유,100,200
1056,POI089,국립중앙박물관·용산가족공원,2024-04-15 19:00,여유,1500,2000
1057,POI089,국립중앙박물관·용산가족공원,2024-04-15 20:00,여유,1000,1500
1058,POI089,국립중앙박물관·용산가족공원,2024-04-15 21:00,여유,900,1000
1059,POI089,국립중앙박물관·용산가족공원,2024-04-15 22:00,여유,800,900
1060,POI089,국립중앙박물관·용산가족공원,2024-04-15 23:00,여유,800,900
1061,POI089,국립중앙박물관·용산가족공원,2024-04-16 00:00,여유,700,800
1062,POI089,국립중앙박물관·용산가족공원,2024-04-16 01:00,여유,700,800
1063,POI089,국립중앙박물관·용산가족공원,2024-04-16 02:00,여유,700,800
1064,POI089,국립중앙박물관·용산가족공원,2024-04-16 03:00,여유,700,800
1065,POI089,국립중앙박물관·용산가족공원,2024-04-16 04:00,여유,700,800
1066,POI089,국립중앙박물관·용산가족공원,2024-04-16 05:00,여유,800,900
1067,POI089,국립중앙박물관·용산가족공원,2024-04-16 06:00,여유,800,900
1068,POI090,난지한강공원,2024-04-15 19:00,약간 붐빔,2000,2500
1069,POI090,난지한강공원,2024-04-15 20:00,약간 붐빔,1500,2000
1070,POI090,난지한강공원,2024-04-15 21:00,보통,1500,2000
1071,POI090,난지한강공원,2024-04-15 22:00,보통,1000,1500
1072,POI090,난지한강공원,2024-04-15 23:00,여유,1000,1500
1073,POI090,난지한강공원,2024-04-16 00:00,여유,800,900
1074,POI090,난지한강공원,2024-04-16 01:00,여유,600,700
1075,POI090,난지한강공원,2024-04-16 02:00,여유,500,600
1076,POI090,난지한강공원,2024-04-16 03:00,여유,400,500
1077,POI090,난지한강공원,2024-04-16 04:00,여유,300,400
1078,POI090,난지한강공원,2024-04-16 05:00,여유,400,500
1079,POI090,난지한강공원,2024-04-16 06:00,여유,800,900
1080,POI091,남산공원,2024-04-15 19:00,보통,12000,14000
1081,POI091,남산공원,2024-04-15 20:00,보통,12000,14000
1082,POI091,남산공원,2024-04-15 21:00,여유,10000,12000
1083,POI091,남산공원,2024-04-15 22:00,여유,9000,9500
1084,POI091,남산공원,2024-04-15 23:00,여유,8000,8500
1085,POI091,남산공원,2024-04-16 00:00,여유,7000,7500
1086,POI091,남산공원,2024-04-16 01:00,여유,6500,7000
1087,POI091,남산공원,2024-04-16 02:00,여유,6000,6500
1088,POI091,남산공원,2024-04-16 03:00,여유,6000,6500
1089,POI091,남산공원,2024-04-16 04:00,여유,6000,6500
1090,POI091,남산공원,2024-04-16 05:00,여유,5500,6000
1091,POI091,남산공원,2024-04-16 06:00,여유,6000,6500
1092,POI092,노들섬,2024-04-15 19:00,여유,900,1000
1093,POI092,노들섬,2024-04-15 20:00,여유,1000,1500
1094,POI092,노들섬,2024-04-15 21:00,여유,900,1000
1095,POI092,노들섬,2024-04-15 22:00,여유,700,800
1096,POI092,노들섬,2024-04-15 23:00,여유,500,600
1097,POI092,노들섬,2024-04-16 00:00,여유,400,500
1098,POI092,노들섬,2024-04-16 01:00,여유,300,400
1099,POI092,노들섬,2024-04-16 02:00,여유,300,400
1100,POI092,노들섬,2024-04-16 03:00,여유,200,300
1101,POI092,노들섬,2024-04-16 04:00,여유,200,300
1102,POI092,노들섬,2024-04-16 05:00,여유,300,400
1103,POI092,노들섬,2024-04-16 06:00,여유,300,400
1104,POI093,뚝섬한강공원,2024-04-15 19:00,여유,2500,3000
1105,POI093,뚝섬한강공원,2024-04-15 20:00,여유,2500,3000
1106,POI093,뚝섬한강공원,2024-04-15 21:00,여유,2000,2500
1107,POI093,뚝섬한강공원,2024-04-15 22:00,여유,2000,2500
1108,POI093,뚝섬한강공원,2024-04-15 23:00,여유,2000,2500
1109,POI093,뚝섬한강공원,2024-04-16 00:00,여유,1500,2000
1110,POI093,뚝섬한강공원,2024-04-16 01:00,여유,1500,2000
1111,POI093,뚝섬한강공원,2024-04-16 02:00,여유,1500,2000
1112,POI093,뚝섬한강공원,2024-04-16 03:00,여유,1500,2000
1113,POI093,뚝섬한강공원,2024-04-16 04:00,여유,1500,2000
1114,POI093,뚝섬한강공원,2024-04-16 05:00,여유,1500,2000
1115,POI093,뚝섬한강공원,2024-04-16 06:00,여유,1500,2000
1116,POI094,망원한강공원,2024-04-15 19:00,보통,1500,2000
1117,POI094,망원한강공원,2024-04-15 20:00,약간 붐빔,1500,2000
1118,POI094,망원한강공원,2024-04-15 21:00,보통,1500,2000
1119,POI094,망원한강공원,2024-04-15 22:00,보통,1000,1500
1120,POI094,망원한강공원,2024-04-15 23:00,보통,1000,1500
1121,POI094,망원한강공원,2024-04-16 00:00,여유,1000,1500
1122,POI094,망원한강공원,2024-04-16 01:00,여유,1000,1500
1123,POI094,망원한강공원,2024-04-16 02:00,여유,900,1000
1124,POI094,망원한강공원,2024-04-16 03:00,여유,900,1000
1125,POI094,망원한강공원,2024-04-16 04:00,여유,900,1000
1126,POI094,망원한강공원,2024-04-16 05:00,여유,900,1000
1127,POI094,망원한강공원,2024-04-16 06:00,여유,1000,1500
1128,POI095,반포한강공원,2024-04-15 19:00,보통,2000,2500
1129,POI095,반포한강공원,2024-04-15 20:00,보통,2000,2500
1130,POI095,반포한강공원,2024-04-15 21:00,보통,2000,2500
1131,POI095,반포한강공원,2024-04-15 22:00,여유,2000,2500
1132,POI095,반포한강공원,2024-04-15 23:00,여유,1500,2000
1133,POI095,반포한강공원,2024-04-16 00:00,여유,1000,1500
1134,POI095,반포한강공원,2024-04-16 01:00,여유,1000,1500
1135,POI095,반포한강공원,2024-04-16 02:00,여유,800,900
1136,POI095,반포한강공원,2024-04-16 03:00,여유,600,700
1137,POI095,반포한강공원,2024-04-16 04:00,여유,500,600
1138,POI095,반포한강공원,2024-04-16 05:00,여유,600,700
1139,POI095,반포한강공원,2024-04-16 06:00,여유,1000,1500
1140,POI096,북서울꿈의숲,2024-04-15 19:00,보통,3500,4000
1141,POI096,북서울꿈의숲,2024-04-15 20:00,붐빔,4000,4500
1142,POI096,북서울꿈의숲,2024-04-15 21:00,붐빔,4000,4500
1143,POI096,북서울꿈의숲,2024-04-15 22:00,붐빔,4000,4500
1144,POI096,북서울꿈의숲,2024-04-15 23:00,붐빔,4000,4500
1145,POI096,북서울꿈의숲,2024-04-16 00:00,붐빔,4000,4500
1146,POI096,북서울꿈의숲,2024-04-16 01:00,붐빔,4000,4500
1147,POI096,북서울꿈의숲,2024-04-16 02:00,붐빔,4000,4500
1148,POI096,북서울꿈의숲,2024-04-16 03:00,붐빔,4000,4500
1149,POI096,북서울꿈의숲,2024-04-16 04:00,붐빔,4000,4500
1150,POI096,북서울꿈의숲,2024-04-16 05:00,붐빔,4000,4500
1151,POI096,북서울꿈의숲,2024-04-16 06:00,붐빔,4000,4500
1152,POI097,불광천,2024-04-15 19:00,여유,38000,40000
1153,POI097,불광천,2024-04-15 20:00,여유,40000,42000
1154,POI097,불광천,2024-04-15 21:00,여유,42000,44000
1155,POI097,불광천,2024-04-15 22:00,여유,44000,46000
1156,POI097,불광천,2024-04-15 23:00,여유,44000,46000
1157,POI097,불광천,2024-04-16 00:00,여유,46000,48000
1158,POI097,불광천,2024-04-16 01:00,여유,46000,48000
1159,POI097,불광천,2024-04-16 02:00,여유,46000,48000
1160,POI097,불광천,2024-04-16 03:00,여유,46000,48000
1161,POI097,불광천,2024-04-16 04:00,여유,46000,48000
1162,POI097,불광천,2024-04-16 05:00,여유,46000,48000
1163,POI097,불광천,2024-04-16 06:00,여유,46000,48000
1164,POI098,서리풀공원·몽마르뜨공원,2024-04-15 19:00,약간 붐빔,3500,4000
1165,POI098,서리풀공원·몽마르뜨공원,2024-04-15 20:00,보통,3000,3500
1166,POI098,서리풀공원·몽마르뜨공원,2024-04-15 21:00,여유,2500,3000
1167,POI098,서리풀공원·몽마르뜨공원,2024-04-15 22:00,여유,2500,3000
1168,POI098,서리풀공원·몽마르뜨공원,2024-04-15 23:00,여유,2500,3000
1169,POI098,서리풀공원·몽마르뜨공원,2024-04-16 00:00,여유,2000,2500
1170,POI098,서리풀공원·몽마르뜨공원,2024-04-16 01:00,여유,2000,2500
1171,POI098,서리풀공원·몽마르뜨공원,2024-04-16 02:00,여유,2000,2500
1172,POI098,서리풀공원·몽마르뜨공원,2024-04-16 03:00,여유,2000,2500
1173,POI098,서리풀공원·몽마르뜨공원,2024-04-16 04:00,여유,2000,2500
1174,POI098,서리풀공원·몽마르뜨공원,2024-04-16 05:00,여유,2000,2500
1175,POI098,서리풀공원·몽마르뜨공원,2024-04-16 06:00,여유,2000,2500
1176,POI099,서울광장,2024-04-15 19:00,붐빔,2500,3000
1177,POI099,서울광장,2024-04-15 20:00,보통,1500,2000
1178,POI099,서울광장,2024-04-15 21:00,여유,1000,1500
1179,POI099,서울광장,2024-04-15 22:00,여유,900,1000
1180,POI099,서울광장,2024-04-15 23:00,여유,600,700
1181,POI099,서울광장,2024-04-16 00:00,여유,400,500
1182,POI099,서울광장,2024-04-16 01:00,여유,200,300
1183,POI099,서울광장,2024-04-16 02:00,여유,100,200
1184,POI099,서울광장,2024-04-16 03:00,여유,100,200
1185,POI099,서울광장,2024-04-16 04:00,여유,100,200
1186,POI099,서울광장,2024-04-16 05:00,여유,100,200
1187,POI099,서울광장,2024-04-16 06:00,여유,100,200
1188,POI100,서울대공원,2024-04-15 19:00,여유,1000,1500
1189,POI100,서울대공원,2024-04-15 20:00,여유,900,1000
1190,POI100,서울대공원,2024-04-15 21:00,여유,800,900
1191,POI100,서울대공원,2024-04-15 22:00,여유,600,700
1192,POI100,서울대공원,2024-04-15 23:00,여유,500,600
1193,POI100,서울대공원,2024-04-16 00:00,여유,400,500
1194,POI100,서울대공원,2024-04-16 01:00,여유,400,500
1195,POI100,서울대공원,2024-04-16 02:00,여유,400,500
1196,POI100,서울대공원,2024-04-16 03:00,여유,400,500
1197,POI100,서울대공원,2024-04-16 04:00,여유,400,500
1198,POI100,서울대공원,2024-04-16 05:00,여유,400,500
1199,POI100,서울대공원,2024-04-16 06:00,여유,600,700
1200,POI101,서울숲공원,2024-04-15 19:00,보통,6500,7000
1201,POI101,서울숲공원,2024-04-15 20:00,여유,6000,6500
1202,POI101,서울숲공원,2024-04-15 21:00,여유,5500,6000
1203,POI101,서울숲공원,2024-04-15 22:00,여유,5000,5500
1204,POI101,서울숲공원,2024-04-15 23:00,여유,4000,4500
1205,POI101,서울숲공원,2024-04-16 00:00,여유,3500,4000
1206,POI101,서울숲공원,2024-04-16 01:00,여유,2500,3000
1207,POI101,서울숲공원,2024-04-16 02:00,여유,2000,2500
1208,POI101,서울숲공원,2024-04-16 03:00,여유,2000,2500
1209,POI101,서울숲공원,2024-04-16 04:00,여유,2000,2500
1210,POI101,서울숲공원,2024-04-16 05:00,여유,2000,2500
1211,POI101,서울숲공원,2024-04-16 06:00,여유,3000,3500
1212,POI102,아차산,2024-04-15 19:00,여유,5000,5500
1213,POI102,아차산,2024-04-15 20:00,여유,5000,5500
1214,POI102,아차산,2024-04-15 21:00,여유,5000,5500
1215,POI102,아차산,2024-04-15 22:00,여유,5000,5500
1216,POI102,아차산,2024-04-15 23:00,여유,5000,5500
1217,POI102,아차산,2024-04-16 00:00,여유,5000,5500
1218,POI102,아차산,2024-04-16 01:00,여유,5000,5500
1219,POI102,아차산,2024-04-16 02:00,여유,5000,5500
1220,POI102,아차산,2024-04-16 03:00,여유,5000,5500
1221,POI102,아차산,2024-04-16 04:00,여유,5000,5500
1222,POI102,아차산,2024-04-16 05:00,여유,5000,5500
1223,POI102,아차산,2024-04-16 06:00,여유,5000,5500
1224,POI103,양화한강공원,2024-04-15 19:00,약간 붐빔,1000,1500
1225,POI103,양화한강공원,2024-04-15 20:00,보통,1000,1500
1226,POI103,양화한강공원,2024-04-15 21:00,보통,1000,1500
1227,POI103,양화한강공원,2024-04-15 22:00,여유,800,900
1228,POI103,양화한강공원,2024-04-15 23:00,여유,700,800
1229,POI103,양화한강공원,2024-04-16 00:00,여유,600,700
1230,POI103,양화한강공원,2024-04-16 01:00,여유,500,600
1231,POI103,양화한강공원,2024-04-16 02:00,여유,400,500
1232,POI103,양화한강공원,2024-04-16 03:00,여유,400,500
1233,POI103,양화한강공원,2024-04-16 04:00,여유,400,500
1234,POI103,양화한강공원,2024-04-16 05:00,여유,400,500
1235,POI103,양화한강공원,2024-04-16 06:00,여유,400,500
